Name,TDP
Intel Pentium Gold G5620,51
Intel Pentium Gold G6400,58
Intel Pentium Gold G6405,65
Intel Pentium Gold G6405T,35
Intel Pentium Gold G6500,58
Intel Pentium Gold G6505,65
Intel Pentium Gold G6505T,35
Intel Pentium Gold G6600,58
Intel Pentium Gold G6605,65
Intel Pentium III 1000,30
Intel Pentium III 1000,29
Intel Pentium III 1000S,30
Intel Pentium III 1133,29
Intel Pentium III 1133,29
Intel Pentium III 1133,29
Intel Pentium III 1133S,29
Intel Pentium III 1200,30
Intel Pentium III 1266S,30
Intel Pentium III 1333,30
Intel Pentium III 1400,31
Intel Pentium III 1400S,32
Intel Pentium III 800,38
Intel Pentium III 866,38
Intel Pentium III 933,27
Intel Pentium M 1.30,24
Intel Pentium M 1.40,24
Intel Pentium M 1.50,24
Intel Pentium M 1.60,24
Intel Pentium M 1.70,24
Intel Pentium M 715,21
Intel Pentium M 725,21
Intel Pentium M 730,27
Intel Pentium M 735,21
Intel Pentium M 740,27
Intel Pentium M 745,21
Intel Pentium M 750,27
Intel Pentium M 755,21
Intel Pentium M 760,27
Intel Pentium M 765,21
Intel Pentium M 770,27
Intel Pentium M 780,27
Intel Pentium P6000,35
Intel Pentium P6100,35
Intel Pentium P6200,35
Intel Pentium SU2700,10
Intel Pentium SU4100,10
Intel Pentium Silver J5005,10
Intel Pentium U5400,18
Intel Xeon 2.0,89
Intel Xeon 2.4,89
Intel Xeon 2.66,89
Intel Xeon 2.8,135
Intel Xeon 2.8,135
Intel Xeon 2.8,89
Intel Xeon 3.0,135
Intel Xeon 3.0,135
Intel Xeon 3.06,97
Intel Xeon 3.06,97
Intel Xeon 3.06,89
Intel Xeon 3.2,135
Intel Xeon 3.2,135
Intel Xeon 3.20,97
Intel Xeon 3.20,97
Intel Xeon 3.4,135
Intel Xeon 3.4,135
Intel Xeon 3.6,135
Intel Xeon 3.6,135
Intel Xeon 5030,95
Intel Xeon 5040,95
Intel Xeon 5050,95
Intel Xeon 5060,130
Intel Xeon 5063,95
Intel Xeon 5080,130
Intel Xeon 5110,65
Intel Xeon 5120,65
Intel Xeon 5130,65
Intel Xeon 5140,65
Intel Xeon 5148,40
Intel Xeon 5150,65
Intel Xeon 5160,80
Intel Xeon 7110M,95
Intel Xeon 7110N,95
Intel Xeon 7120M,95
Intel Xeon 7120N,95
Intel Xeon 7130M,150
Intel Xeon 7130N,150
Intel Xeon 7140M,150
Intel Xeon 7140N,150
Intel Xeon Bronze 3106,85
Intel Xeon E-2124,72
Intel Xeon E-2124G,72
Intel Xeon E3-1220,80
Intel Xeon E3-1220 v2,69
Intel Xeon E3-1220L,20
Intel Xeon E3-1220L v2,17
Intel Xeon E3-1225,95
Intel Xeon E3-1225 v2,77
Intel Xeon E3-1230,80
Intel Xeon E3-1230 v2,69
Intel Xeon E3-1235,95
Intel Xeon E3-1240,80
Intel Xeon E3-1240 v2,69
Intel Xeon E3-1245,95
Intel Xeon E3-1245 v2,77
Intel Xeon E3-1260L,45
Intel Xeon E3-1265L v2,45
Intel Xeon E3-1270,80
Intel Xeon E3-1270 v2,69
Intel Xeon E3-1275,95
Intel Xeon E3-1275 v2,77
Intel Xeon E3-1280,95
Intel Xeon E3-1280 v2,69
Intel Xeon E3-1280 v5,80
Intel Xeon E3-1285 v4,95
Intel Xeon E3-1285 v6,79
Intel Xeon E3-1290,95
Intel Xeon E3-1290 v2,87
Intel Xeon E5-1603 v3,140
Intel Xeon E5-1620 v2,130
Intel Xeon E5-1650 v2,130
Intel Xeon E5-1650 v4,140
Intel Xeon E5-1660 v2,130
Intel Xeon E5-2403 v2,80
Intel Xeon E5-2407 v2,80
Intel Xeon E5-2420 v2,80
Intel Xeon E5-2430 v2,80
Intel Xeon E5-2440 v2,95
Intel Xeon E5-2450 v2,95
Intel Xeon E5-2470 v2,95
Intel Xeon E5-2603 v2,80
Intel Xeon E5-2609 v2,80
Intel Xeon E5-2620 v2,80
Intel Xeon E5-2630 v2,80
Intel Xeon E5-2630L v2,60
Intel Xeon E5-2637 v2,130
Intel Xeon E5-2640 v2,95
Intel Xeon E5-2643 v2,130
Intel Xeon E5-2650 v2,95
Intel Xeon E5-2650L v2,70
Intel Xeon E5-2660 v2,95
Intel Xeon E5-2667 v2,130
Intel Xeon E5-2670 v2,115
Intel Xeon E5-2673 v3,110
Intel Xeon E5-2660 v4,105
Intel Xeon E5-2680 v2,115
Intel Xeon E5-2680 v4,120
Intel Xeon E5-2687W v2,130
Intel Xeon E5-2690 v2,130
Intel Xeon E5-2692 v2,100
Intel Xeon E5-2695 v2,115
Intel Xeon E5-2697 v2,130
Intel Xeon E5-4607,95
Intel Xeon E5-4610,130
Intel Xeon 5320,185
Intel Xeon E5502,80
Intel Xeon E5503,80
Intel Xeon E5504,80
Intel Xeon E5506,80
Intel Xeon E5507,80
Intel Xeon E5520,80
Intel Xeon E5530,80
Intel Xeon E5540,80
Intel Xeon E5603,80
Intel Xeon E5606,80
Intel Xeon E5607,80
Intel Xeon E5620,80
Intel Xeon E5630,80
Intel Xeon E5640,80
Intel Xeon E5645,80
Intel Xeon E7-4809 v3,115
Intel Xeon E7-4820 v3,115
Intel Xeon E7-4830 v3,115
Intel Xeon E7-4850 v3,115
Intel Xeon E7-8850,130
Intel Xeon E7-8860,130
Intel Xeon E7-8860 v3,140
Intel Xeon E7-8867 v3,165
Intel Xeon E7-8870,130
Intel Xeon E7-8870 v3,140
Intel Xeon E7-8880 v3,150
Intel Xeon E7-8880L v3,115
Intel Xeon E7-8890 v3,165
Intel Xeon E7-8891 v3,165
Intel Xeon E7-8893 v3,140
Intel Xeon Gold 6154,200
Intel Xeon Gold 6144,150
Intel Xeon Gold 6230N,125
Intel Xeon L5506,60
Intel Xeon L5508,38
Intel Xeon L5518,60
Intel Xeon L5520,60
Intel Xeon L5530,60
Intel Xeon L5609,40
Intel Xeon L5618,40
Intel Xeon L5630,40
Intel Xeon L5638,60
Intel Xeon L5640,60
Intel Xeon MP 2.83,135
Intel Xeon MP 2.83,135
Intel Xeon MP 3.00,135
Intel Xeon MP 3.00,135
Intel Xeon MP 3.16,135
Intel Xeon MP 3.16,135
Intel Xeon MP 3.16,135
Intel Xeon MP 3.33,135
Intel Xeon MP 3.33,135
Intel Xeon MP 3.33,135
Intel Xeon MP 3.50,135
Intel Xeon MP 3.66,135
Intel Xeon MP 7020 Dual-Core,135
Intel Xeon MP 7030 Dual-Core,135
Intel Xeon MP 7030 Dual-Core,135
Intel Xeon MP 7040 Dual-Core,135
Intel Xeon MP 7041 Dual-Core,135
Intel Xeon Phi 3110X,300
Intel Xeon Phi 3120A,300
Intel Xeon Phi 3120P,300
Intel Xeon Phi 31S1P,270
Intel Xeon Phi 5110P,225
Intel Xeon Phi 5120D,245
Intel Xeon Phi 7110P,300
Intel Xeon Phi 7110X,300
Intel Xeon Phi 7120A,300
Intel Xeon Phi 7120D,270
Intel Xeon Phi 7120P,300
Intel Xeon Phi 7120X,300
Intel Xeon Phi 7210,215
Intel Xeon Phi 7210F,230
Intel Xeon Phi 7230,215
Intel Xeon Phi 7230F,230
Intel Xeon Phi 7235,250
Intel Xeon Phi 7250,215
Intel Xeon Phi 7250F,230
Intel Xeon Phi 7285,250
Intel Xeon Phi 7290,245
Intel Xeon Phi 7290F,260
Intel Xeon Phi 7295,320
Intel Xeon Phi SE10P,300
Intel Xeon Phi SE10X,300
Intel Xeon Platinum 8171M,165
Intel Xeon Platinum 8180,205
Intel Xeon Platinum 8180M,205
Intel Xeon Platinum 8253,125
Intel Xeon Platinum 8256,105
Intel Xeon Platinum 8259CL,210
Intel Xeon Platinum 8260,165
Intel Xeon Platinum 8260M,165
Intel Xeon Platinum 8268,205
Intel Xeon Platinum 8270,205
Intel Xeon Platinum 8276,165
Intel Xeon Platinum 8280,205
Intel Xeon Platinum 8280M,205
Intel Xeon Platinum 9221,250
Intel Xeon Platinum 9222,250
Intel Xeon Platinum 9242,350
Intel Xeon Platinum 9282,400
Intel Xeon Silver 4116,85
Intel Xeon W-2195,140
Intel Xeon W-2275,165
Intel Xeon W-3175X,255
Intel Xeon W3503,130
Intel Xeon W3505,130
Intel Xeon W3520,130
Intel Xeon W3530,130
Intel Xeon W3540,130
Intel Xeon W3550,130
Intel Xeon W3565,130
Intel Xeon W3570,130
Intel Xeon W3580,130
Intel Xeon W3670,130
Intel Xeon W3680,130
Intel Xeon W3690,130
Intel Xeon W5580,130
Intel Xeon W5590,130
Intel Xeon X5550,95
Intel Xeon X5560,95
Intel Xeon X5570,95
Intel Xeon X5647,130
Intel Xeon X5650,95
Intel Xeon X5660,95
Intel Xeon X5667,95
Intel Xeon X5670,95
Intel Xeon X5672,95
Intel Xeon X5677,130
Intel Xeon X5680,130
Intel Xeon X5687,130
